Order_Added,valid_AphiaID,length_cm,diameter_width_cm,height_cm,Notes,Size_Ref,Date_Added 
39875,464137,,,1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39876,464139,,,2.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39877,464141,,,3.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39878,464157,,,6.6,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39879,464159,,,1.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39880,464161,,,5.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39881,464169,,,5.35,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39882,464173,,,3.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39883,464187,,,3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39884,464190,,,1.36,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39885,464195,,,0.7,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39886,464196,,,1.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39887,464200,,,6.48,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39888,464207,,,5.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39889,464219,,,8.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39890,464249,,,0.45,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39891,464250,,,1.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39892,464258,,,3.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39893,464261,,,0.6,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39894,464332,,,4.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39895,465410,,,13.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39896,465624,,,1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39897,467630,,,3.76,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39898,467973,,,3.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39899,467976,,,12.94,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39900,467980,,,10.54,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39901,467983,,,12.73,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39902,467984,,,12.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39903,467986,,,5.7,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39904,467988,,,4.6,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39905,467992,,,7.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39906,467993,,,4.06,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39907,467994,,,2.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39908,467995,,,4.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39909,467998,,,8.15,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39910,472990,,,0.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39911,473133,,,0.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39912,473670,,,5.6,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39913,473673,,,10.7,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39914,473676,,,0.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39915,473678,,,0.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39916,473682,,,0.54,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39917,473683,,,1.01,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39918,473685,,,0.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39919,473686,,,1.54,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39920,473689,,,0.97,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39921,473690,,,1.07,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39922,473692,,,1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39923,473695,,,1.68,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39924,473703,,,1.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39925,473706,,,4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39926,473713,,,0.93,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39927,473714,,,4.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39928,473716,,,3.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39929,473719,,,0.53,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39930,473726,,,0.45,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39931,473742,,,0.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39932,473751,,,0.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39933,473754,,,0.55,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39934,473794,,,2.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39935,473795,,,2.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39936,473803,,,3.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39937,473812,,,1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39938,473815,,,1.07,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39939,473819,,,1.41,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39940,473820,,,0.84,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39941,473826,,,0.76,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39942,473827,,,1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39943,473832,,,0.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39944,473845,,,2.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39945,473846,,,1.02,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39946,473850,,,2.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39947,473854,,,2.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39948,473861,,,2.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39949,473869,,,2.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39950,473873,,,0.99,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39951,473874,,,1.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39952,473877,,,3.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39953,473878,,,0.61,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39954,473881,,,1.68,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39955,473885,,,2.41,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39956,473903,,,1.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39957,473906,,,0.45,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39958,473907,,,0.57,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39959,473908,,,0.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39960,473915,,,0.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39961,473921,,,0.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39962,473923,,,0.83,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39963,473925,,,0.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39964,473926,,,0.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39965,473927,,,0.35,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39966,473928,,,0.65,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39967,473929,,,1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39968,473930,,,0.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39969,473931,,,0.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39970,473934,,,0.53,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39971,473935,,,0.58,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39972,473936,,,0.53,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39973,473945,,,1.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39974,473949,,,1.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39975,473960,,,2.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39976,473967,,,2.48,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39977,473968,,,3.09,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39978,473978,,,2.7,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39979,473982,,,2.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39980,473983,,,2.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39981,473989,,,1.35,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39982,474005,,,0.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39983,474014,,,0.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39984,474031,,,0.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39985,474035,,,0.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39986,474036,,,1.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39987,474040,,,0.41,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39988,474057,,,1.49,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39989,474058,,,1.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39990,474068,,,1.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39991,474073,,,0.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39992,474076,,,0.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39993,474080,,,1.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39994,475274,,,0.68,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39995,475275,,,0.58,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39996,475278,,,0.61,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39997,475279,,,0.56,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39998,475280,,,0.41,Shell Height,"{Liggia, 2013 #644}",12/03/2022
39999,475281,,,0.32,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40000,475285,,,0.45,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40001,475288,,,0.27,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40002,475290,,,0.37,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40003,475295,,,0.38,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40004,475296,,,0.17,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40005,475299,,,0.71,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40006,475300,,,0.22,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40007,475302,,,0.23,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40008,475304,,,0.51,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40009,475307,,,0.37,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40010,475308,,,0.33,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40011,475310,,,0.33,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40012,475311,,,0.26,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40013,475316,,,0.15,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40014,475322,,,0.23,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40015,475324,,,1.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40016,475325,,,0.95,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40017,475330,,,0.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40018,475331,,,0.16,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40019,475332,,,0.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40020,475333,,,0.27,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40021,475341,,,0.25,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40022,475344,,,0.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40023,475346,,,0.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40024,475347,,,0.49,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40025,475348,,,0.24,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40026,475349,,,0.51,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40027,475350,,,0.46,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40028,475353,,,0.34,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40029,475355,,,0.52,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40030,475356,,,0.55,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40031,475357,,,0.36,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40032,475358,,,0.37,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40033,475359,,,0.63,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40034,475360,,,0.25,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40035,475363,,,0.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40036,475366,,,0.54,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40037,475367,,,0.24,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40038,475371,,,0.95,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40039,475374,,,0.25,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40040,475377,,,0.6,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40041,475379,,,0.44,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40042,475380,,,0.57,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40043,475386,,,0.15,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40044,475387,,,0.24,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40045,475388,,,0.34,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40046,475392,,,0.57,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40047,475395,,,0.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40048,475398,,,0.99,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40049,475399,,,0.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40050,475401,,,0.65,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40051,475405,,,0.16,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40052,475408,,,0.55,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40053,475413,,,0.27,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40054,475417,,,0.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40055,475422,,,1.11,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40056,475427,,,0.54,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40057,475431,,,0.13,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40058,475432,,,0.16,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40059,475434,,,0.38,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40060,475440,,,0.16,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40061,475442,,,0.33,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40062,475443,,,0.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40063,475446,,,0.15,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40064,475447,,,0.19,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40065,475449,,,0.6,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40066,475452,,,0.36,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40067,475454,,,0.25,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40068,475456,,,0.43,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40069,475457,,,0.55,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40070,475458,,,0.55,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40071,475460,,,0.38,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40072,475464,,,0.27,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40073,475465,,,0.24,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40074,475469,,,0.93,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40075,475470,,,0.21,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40076,475473,,,0.41,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40077,475474,,,0.24,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40078,475476,,,0.59,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40079,475477,,,0.35,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40080,475478,,,0.42,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40081,475480,,,0.97,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40082,476466,,,15.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40083,476470,,,2.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40084,476471,,,2.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40085,476472,,,1.6,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40086,476473,,,2.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40087,476474,,,2.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40088,476475,,,17.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40089,476492,,,10.6,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40090,476493,,,10.7,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40091,476494,,,9.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40092,476496,,,10.85,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40093,476497,,,10.02,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40094,476500,,,8.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40095,476501,,,2.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40096,476502,,,3.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40097,476503,,,3.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40098,476505,,,1.51,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40099,476506,,,3.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40100,476507,,,2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40101,476515,,,4.81,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40102,476516,,,8.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40103,476517,,,4.16,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40104,476518,,,10.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40105,476519,,,3.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40106,476520,,,5.33,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40107,476521,,,3.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40108,476522,,,6.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40109,476524,,,5.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40110,476525,,,4.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40111,476527,,,6.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40112,476528,,,3.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40113,476529,,,6.48,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40114,476531,,,10.41,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40115,476533,,,7.81,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40116,476534,,,4.32,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40117,476535,,,5.89,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40118,476538,,,5.25,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40119,476539,,,6,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40120,476542,,,5.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40121,476546,,,6.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40122,476549,,,6.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40123,476550,,,5.42,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40124,476551,,,8.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40125,476552,,,7.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40126,476553,,,5.7,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40127,476557,,,12.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40128,476558,,,5.66,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40129,476559,,,9.7,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40130,476560,,,7.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40131,476561,,,7.6,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40132,476562,,,7.7,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40133,476563,,,8.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40134,476566,,,5.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40135,476573,,,5.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40136,476579,,,5.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40137,476580,,,5.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40138,476585,,,3.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40139,476586,,,4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40140,476588,,,3.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40141,476590,,,5.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40142,476592,,,3.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40143,476594,,,2.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40144,476595,,,4.86,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40145,478341,,,1.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40146,478411,,,1.85,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40147,478412,,,1.6,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40148,478415,,,1.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40149,478419,,,1.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40150,478429,,,1.034,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40151,478485,,,0.38,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40152,478487,,,0.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40153,478491,,,1.88,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40154,478492,,,1.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40155,478529,,,4.63,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40156,479032,,,2.01,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40157,488186,,,0.55,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40158,488442,,,1.6,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40159,488916,,,3.89,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40160,488917,,,5.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40161,488921,,,3.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40162,489040,,,4.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40163,489042,,,4.14,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40164,489043,,,5.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40165,489044,,,2.6,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40166,489062,,,6.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40167,489063,,,3.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40168,489065,,,3.6,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40169,489066,,,6.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40170,489075,,,2.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40171,489078,,,3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40172,489088,,,4.7,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40173,489161,,,3.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40174,489169,,,7.27,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40175,489172,,,1.18,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40176,489329,,,0.515,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40177,490706,,,2.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40178,490708,,,2.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40179,490709,,,1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40180,490715,,,2.33,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40181,490717,,,2.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40182,490721,,,1.05,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40183,490727,,,1.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40184,490728,,,3.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40185,490729,,,0.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40186,491135,,,1.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40187,491136,,,4.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40188,491143,,,0.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40189,491147,,,4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40190,491148,,,5.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40191,491149,,,3.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40192,491152,,,3.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40193,491236,,,3.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40194,491239,,,4.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40195,491240,,,1.49,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40196,491241,,,2.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40197,491378,,,2.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40198,491633,,,0.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40199,491654,,,0.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40200,492564,,,4.7,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40201,493932,,,3.55,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40202,493962,,,2.79,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40203,494081,,,1.04,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40204,494093,,,0.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40205,494094,,,0.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40206,494252,,,3.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40207,504489,,,3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40208,504492,,,1.6,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40209,504497,,,0.5,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40210,504498,,,0.1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40211,504499,,,3.2,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40212,504500,,,3.9,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40213,504504,,,4.72,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40214,504506,,,4.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40215,504507,,,4.78,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40216,504509,,,6.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40217,504511,,,3.8,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40218,504514,,,7.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40219,504517,,,3.6,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40220,504519,,,1.4,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40221,504523,,,3.3,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40222,504525,,,3.88,Shell Height,"{Liggia, 2013 #644}",12/03/2022
40223,504528,,,1,Shell Height,"{Liggia, 2013 #644}",12/03/2022
